0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,DSL,Fiber optic,NoInternet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
4535,1,0,No,No,35,Yes,No,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,102.35,3626.10,Yes
4536,1,0,No,No,1,No,No phone service,1,0,0,No,No,No,No,No,No,No,24.40,24.40,No
4537,1,0,Yes,No,70,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,115.65,7968.85,Yes
4538,1,0,No,No,2,Yes,No,0,1,0,No,No,Yes,Yes,No,No,Yes,79.85,152.45,Yes
4539,0,0,Yes,No,26,Yes,No,1,0,0,No,Yes,No,Yes,Yes,Yes,Yes,73.05,1959.50,No
4540,0,0,No,No,34,Yes,No,1,0,0,Yes,Yes,No,No,No,Yes,No,64.35,2053.05,No
4541,0,0,No,Yes,19,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.50,398.55,No
4542,1,0,No,No,15,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,76.00,1130.85,Yes
4543,0,0,Yes,Yes,62,Yes,No,1,0,0,Yes,No,Yes,No,No,No,No,54.75,3425.35,No
4544,0,1,No,No,42,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,104.75,4323.45,Yes
4545,0,0,No,No,9,Yes,No,1,0,0,Yes,Yes,No,No,Yes,Yes,Yes,74.65,703.55,Yes
4546,1,0,No,No,24,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,51.15,1275.70,No
4547,1,1,Yes,No,68,No,No phone service,1,0,0,Yes,Yes,Yes,No,No,No,Yes,41.95,2965.75,No
4548,1,0,Yes,Yes,31,Yes,No,1,0,0,No,No,Yes,Yes,No,No,No,54.35,1647.00,No
4549,0,0,No,No,1,Yes,No,1,0,0,No,No,No,No,No,Yes,Yes,56.25,56.25,Yes
4550,1,0,Yes,No,21,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,106.10,2249.95,Yes
4551,0,0,Yes,No,63,Yes,No,0,1,0,No,Yes,No,No,Yes,Yes,Yes,96.00,6109.75,No
4552,0,1,No,No,2,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,79.75,159.40,Yes
4553,0,0,Yes,Yes,61,No,No phone service,1,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,61.45,3751.15,No
4554,0,0,No,No,1,Yes,No,0,1,0,No,No,No,No,No,No,No,68.65,68.65,Yes
4555,1,0,No,No,18,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,411.25,No
4556,0,0,Yes,Yes,6,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.00,105.50,No
4557,0,0,No,No,33,Yes,Yes,0,1,0,No,Yes,No,No,Yes,Yes,Yes,100.00,3320.60,No
4558,1,0,No,No,16,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.25,327.45,Yes
4559,0,0,Yes,No,56,Yes,No,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,98.70,5669.50,No
4560,1,0,No,Yes,23,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.80,465.45,No
4561,1,0,No,No,9,Yes,No,0,1,0,No,No,Yes,No,No,No,Yes,73.80,704.30,No
4562,0,1,Yes,No,14,Yes,Yes,0,1,0,No,Yes,No,No,Yes,Yes,Yes,100.20,1369.80,Yes
4563,1,0,Yes,Yes,15,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.90,1107.25,Yes
4564,1,0,No,No,5,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,95.55,No
4565,1,0,Yes,No,61,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,Yes,Yes,106.20,6375.20,No
4566,1,0,Yes,Yes,70,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.55,8152.30,No
4567,1,0,No,No,15,Yes,Yes,0,1,0,Yes,No,No,No,Yes,Yes,Yes,99.70,1566.75,No
4568,1,0,Yes,Yes,8,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.70,130.25,No
4569,0,0,Yes,Yes,8,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.50,162.15,No
4570,0,0,No,No,4,No,No phone service,1,0,0,Yes,No,No,No,No,No,Yes,29.15,110.05,No
4571,0,0,No,No,34,Yes,No,1,0,0,Yes,Yes,No,No,No,No,No,55.00,1885.15,No
4572,1,0,Yes,No,68,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.80,6302.85,No
4573,0,0,Yes,Yes,45,No,No phone service,1,0,0,No,Yes,Yes,Yes,No,Yes,No,51.00,2264.50,No
4574,0,1,No,No,9,Yes,Yes,0,1,0,No,No,Yes,No,Yes,No,Yes,90.10,816.80,No
4575,0,0,No,No,22,Yes,Yes,1,0,0,Yes,No,No,Yes,No,No,Yes,59.05,1253.50,No
4576,0,0,No,No,2,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.30,41.20,No
4577,1,0,Yes,No,70,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,No,No,72.95,5265.55,No
4578,0,0,No,Yes,10,Yes,Yes,1,0,0,Yes,No,Yes,Yes,No,Yes,No,73.55,693.30,No
4579,1,0,No,No,72,Yes,Yes,1,0,0,Yes,No,Yes,Yes,Yes,Yes,No,84.30,5997.10,No
4580,0,0,Yes,Yes,49,Yes,No,1,0,0,No,Yes,Yes,No,Yes,Yes,No,78.00,3824.20,No
4581,0,1,No,No,54,Yes,Yes,1,0,0,No,Yes,No,Yes,Yes,No,No,72.10,3886.05,No
4582,0,0,No,No,71,Yes,Yes,0,1,0,Yes,Yes,Yes,No,Yes,Yes,Yes,106.75,7283.25,No
4583,0,0,No,No,22,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.25,412.55,No
4584,0,0,Yes,Yes,50,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.55,1070.25,No
4585,0,0,Yes,Yes,43,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.00,817.95,No
4586,0,0,Yes,Yes,45,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.65,1171.30,No
4587,1,1,No,No,64,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,Yes,Yes,103.50,6548.65,No
4588,0,0,Yes,Yes,23,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.85,625.65,No
4589,0,0,Yes,No,68,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.80,1911.50,No
4590,0,0,No,No,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,70.85,70.85,Yes
4591,1,0,No,No,2,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.80,134.70,Yes
4592,1,0,No,No,26,Yes,No,1,0,0,No,No,No,Yes,Yes,No,No,59.45,1507.00,No
4593,1,0,Yes,No,55,No,No phone service,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,54.55,2978.30,Yes
4594,1,0,No,No,14,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.05,299.30,No
4595,1,0,Yes,No,71,Yes,No,1,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,82.55,5832.65,No
4596,1,0,No,No,64,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,Yes,No,No,81.25,5567.55,No
4597,0,0,No,No,7,Yes,No,1,0,0,No,No,No,Yes,Yes,Yes,Yes,70.75,450.80,Yes
4598,0,0,No,No,57,Yes,No,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,74.30,4166.35,No
4599,0,0,Yes,No,13,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,No,No,94.10,1215.60,Yes
4600,0,0,Yes,Yes,3,No,No phone service,1,0,0,Yes,No,No,No,No,No,No,29.70,91.70,Yes
4601,1,1,Yes,No,72,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,Yes,No,109.70,7898.45,No
4602,0,0,Yes,Yes,40,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,No,Yes,96.35,3915.40,No
4603,1,0,Yes,No,14,Yes,Yes,1,0,0,No,No,No,Yes,Yes,No,Yes,66.60,979.50,No
4604,1,0,Yes,Yes,2,Yes,No,1,0,0,No,No,No,No,No,No,Yes,44.50,90.05,No
4605,1,1,No,No,66,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,Yes,No,110.90,7432.05,Yes
4606,0,0,Yes,No,38,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,105.00,4026.40,Yes
4607,1,0,No,Yes,1,No,No phone service,1,0,0,No,No,No,No,No,No,Yes,25.30,25.30,Yes
4608,1,0,No,No,22,Yes,No,1,0,0,No,Yes,No,Yes,No,No,Yes,55.15,1193.05,Yes
4609,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.10,20.10,Yes
4610,1,0,No,No,5,Yes,No,0,1,0,No,No,No,No,Yes,No,Yes,80.10,398.55,No
4611,1,0,Yes,Yes,29,Yes,Yes,1,0,0,Yes,No,No,Yes,Yes,No,No,69.05,1958.45,No
4612,1,0,Yes,Yes,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.90,69.90,Yes
4613,0,0,No,No,3,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.40,63.15,No
4614,1,0,Yes,Yes,71,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.70,1301.10,No
4615,1,0,No,Yes,9,Yes,No,1,0,0,No,Yes,No,No,No,No,Yes,50.10,484.05,No
4616,1,0,No,No,43,Yes,Yes,0,1,0,No,Yes,No,No,Yes,Yes,Yes,101.40,4528.00,Yes
4617,0,0,No,No,48,Yes,Yes,1,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,83.45,3887.85,No
4618,1,0,No,No,26,Yes,Yes,0,1,0,Yes,Yes,No,No,No,No,Yes,86.65,2208.75,No
4619,0,0,No,No,9,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,238.15,No
4620,1,0,No,No,1,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,80.80,80.80,Yes
4621,0,0,Yes,Yes,46,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.40,958.15,No
4622,1,0,No,No,2,Yes,Yes,1,0,0,No,No,No,No,No,Yes,No,62.05,118.30,Yes
4623,1,1,No,No,1,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,76.45,76.45,Yes
4624,1,0,Yes,Yes,64,No,No phone service,1,0,0,Yes,No,Yes,Yes,Yes,Yes,Yes,60.05,3845.45,No
4625,0,1,No,No,12,Yes,Yes,0,1,0,No,Yes,No,No,Yes,No,Yes,91.30,1094.50,Yes
4626,1,1,Yes,No,6,Yes,No,0,1,0,No,No,Yes,No,Yes,Yes,Yes,95.75,573.75,Yes
4627,0,0,Yes,No,59,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,1267.00,No
4628,0,0,No,No,7,Yes,No,0,1,0,No,Yes,No,No,Yes,Yes,Yes,94.05,633.45,No
4629,0,1,Yes,No,72,Yes,Yes,1,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,84.10,6129.65,No
4630,1,1,No,No,16,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,78.75,1218.25,No
4631,1,0,Yes,No,25,Yes,Yes,1,0,0,No,No,Yes,No,No,No,No,55.55,1405.30,No
4632,0,0,Yes,No,34,Yes,Yes,1,0,0,Yes,Yes,No,Yes,No,No,No,62.65,2274.90,Yes
4633,0,0,No,No,1,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.50,74.50,Yes
4634,0,0,Yes,Yes,10,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,102.10,1068.85,Yes
4635,1,0,Yes,No,24,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.10,533.90,No
4636,0,0,Yes,Yes,10,Yes,Yes,1,0,0,Yes,Yes,No,No,Yes,No,No,70.30,676.15,No
4637,1,0,Yes,No,69,Yes,No,1,0,0,Yes,Yes,No,No,No,No,Yes,53.65,3804.40,No
4638,1,0,No,No,57,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,1118.80,No
4639,1,0,Yes,Yes,50,Yes,No,0,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,103.40,5236.40,No
4640,1,0,Yes,Yes,28,No,No phone service,1,0,0,Yes,No,Yes,Yes,Yes,No,No,50.80,1386.80,No
4641,0,0,No,No,16,Yes,No,1,0,0,Yes,No,No,No,No,No,Yes,50.15,762.25,Yes
4642,1,0,No,No,25,Yes,No,1,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,79.00,1902.00,No
4643,0,1,Yes,No,3,Yes,No,0,1,0,No,Yes,No,No,No,No,Yes,74.60,239.05,No
4644,1,0,Yes,No,61,Yes,Yes,0,1,0,No,No,No,No,Yes,Yes,Yes,96.50,5673.70,No
4645,0,0,No,No,2,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.10,39.80,No
4646,1,0,Yes,Yes,51,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.40,997.75,No
4647,0,0,Yes,Yes,71,Yes,No,1,0,0,Yes,No,Yes,No,Yes,Yes,No,77.55,5574.35,No
4648,0,0,Yes,Yes,20,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,406.05,No
4649,1,0,Yes,Yes,6,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,138.85,No
4650,0,0,No,No,6,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.20,123.65,No
4651,0,0,No,No,29,Yes,Yes,1,0,0,Yes,Yes,No,Yes,No,No,No,67.45,1801.10,No
4652,1,0,No,No,36,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,18.55,689.00,No
4653,0,0,No,No,28,No,No phone service,1,0,0,No,No,Yes,No,No,No,Yes,29.75,790.70,No
4654,0,0,Yes,No,7,Yes,Yes,0,1,0,No,No,No,No,Yes,No,Yes,86.50,582.50,Yes
4655,0,0,No,No,63,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.20,1618.20,No
4656,1,0,Yes,Yes,48,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.55,1173.35,No
4657,0,0,Yes,No,49,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,900.90,No
4658,1,1,No,No,27,Yes,Yes,0,1,0,No,Yes,No,No,No,No,Yes,81.45,2122.05,Yes
4659,1,0,Yes,No,72,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,92.30,6719.90,No
4660,1,0,Yes,No,1,Yes,No,0,1,0,No,No,No,No,No,No,Yes,69.15,69.15,Yes
4661,0,0,Yes,Yes,72,No,No phone service,1,0,0,No,Yes,No,Yes,Yes,Yes,No,53.65,3784.00,No
4662,0,0,No,No,47,No,No phone service,1,0,0,Yes,Yes,No,Yes,No,No,No,39.65,1798.65,No
4663,0,0,No,No,1,Yes,No,1,0,0,No,No,No,No,Yes,No,Yes,54.65,54.65,No
4664,0,0,No,No,36,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,104.80,3886.45,No
4665,1,0,Yes,Yes,43,No,No phone service,1,0,0,No,Yes,No,No,No,No,No,29.30,1224.05,No
4666,0,1,Yes,No,27,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,Yes,No,83.85,2310.20,No
4667,0,0,No,No,9,Yes,No,0,1,0,No,No,No,No,No,Yes,Yes,79.55,723.40,Yes
4668,0,0,No,No,38,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,103.65,3988.50,No
4669,0,1,No,No,35,Yes,Yes,0,1,0,Yes,No,No,No,Yes,Yes,Yes,99.05,3554.60,No
4670,0,0,Yes,Yes,0,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,No,No,73.35, ,No
4671,0,0,Yes,No,59,Yes,No,0,1,0,No,Yes,No,Yes,Yes,Yes,Yes,100.05,6034.85,No
4672,1,0,No,No,27,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,531.60,No
4673,0,1,No,No,2,Yes,No,1,0,0,No,No,No,No,No,No,No,43.95,85.10,No
4674,1,0,No,No,7,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.50,173.00,No
4675,0,0,No,No,36,Yes,Yes,1,0,0,No,Yes,No,Yes,No,Yes,Yes,70.70,2511.95,No
4676,0,0,Yes,Yes,41,Yes,Yes,0,1,0,Yes,Yes,No,No,Yes,No,Yes,94.30,3893.60,No
4677,0,0,No,No,13,No,No phone service,1,0,0,No,Yes,No,No,No,No,No,29.15,357.15,No
4678,1,0,No,Yes,19,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.85,467.50,No
4679,0,0,Yes,No,60,No,No phone service,1,0,0,Yes,Yes,No,Yes,No,No,No,37.70,2288.70,No
4680,0,0,No,Yes,48,Yes,No,0,1,0,No,Yes,Yes,Yes,Yes,No,Yes,95.50,4627.85,Yes
4681,1,1,No,No,3,Yes,Yes,0,1,0,No,No,Yes,No,Yes,No,No,91.05,289.10,Yes
4682,1,0,Yes,No,69,Yes,Yes,0,1,0,No,Yes,No,Yes,Yes,No,Yes,92.45,6460.55,No
4683,1,0,No,No,43,No,No phone service,1,0,0,No,No,Yes,Yes,No,Yes,No,44.15,1931.30,No
4684,0,0,No,Yes,11,No,No phone service,1,0,0,Yes,No,No,Yes,No,No,Yes,36.05,402.60,No
4685,0,0,Yes,No,45,Yes,No,1,0,0,No,No,Yes,No,No,No,Yes,50.25,2221.55,No
4686,1,0,Yes,No,72,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,109.75,7758.90,No
4687,0,1,Yes,No,2,Yes,Yes,0,1,0,No,No,Yes,No,No,No,No,79.20,172.85,Yes
4688,0,0,Yes,Yes,12,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.30,224.50,No
4689,0,0,Yes,Yes,67,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,112.35,7388.45,No
4690,1,0,Yes,No,37,Yes,Yes,0,1,0,No,No,Yes,Yes,Yes,No,No,94.30,3460.95,No
4691,0,0,No,No,39,No,No phone service,1,0,0,Yes,Yes,No,Yes,No,No,No,41.15,1700.90,No
4692,0,0,No,No,41,Yes,Yes,1,0,0,Yes,No,Yes,Yes,No,Yes,Yes,74.65,3090.65,No
4693,0,0,No,No,25,No,No phone service,1,0,0,No,No,Yes,No,Yes,Yes,Yes,48.25,1293.80,No
4694,1,0,Yes,Yes,8,Yes,Yes,1,0,0,Yes,Yes,No,Yes,No,Yes,Yes,76.15,645.80,No
4695,0,0,Yes,Yes,71,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,No,No,No,71.10,5224.95,No
4696,1,0,No,No,5,Yes,Yes,0,1,0,No,Yes,Yes,No,No,Yes,No,96.55,500.10,No
4697,0,0,No,No,30,Yes,Yes,1,0,0,Yes,No,Yes,No,Yes,Yes,Yes,79.30,2427.10,No
4698,1,0,No,No,40,Yes,No,0,1,0,No,Yes,No,Yes,No,Yes,Yes,89.60,3488.15,No
4699,0,0,No,No,54,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.50,1035.70,No
4700,1,0,Yes,No,72,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,106.30,7565.35,No
4701,1,0,Yes,Yes,28,Yes,No,0,1,0,No,Yes,Yes,No,Yes,Yes,No,100.35,2799.00,No
4702,1,0,Yes,Yes,18,Yes,No,0,1,0,No,No,No,Yes,No,Yes,Yes,85.60,1601.50,No
4703,0,0,No,No,2,No,No phone service,1,0,0,No,No,No,No,Yes,Yes,Yes,45.25,85.50,Yes
4704,0,0,Yes,Yes,59,Yes,Yes,0,1,0,No,Yes,Yes,No,Yes,Yes,Yes,106.15,6256.20,No
4705,1,0,Yes,Yes,22,Yes,No,1,0,0,No,No,No,Yes,No,No,Yes,51.10,1232.90,No
4706,0,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.90,19.90,No
4707,0,1,Yes,No,72,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.70,1937.40,No
4708,0,1,No,No,14,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.30,1096.25,Yes
4709,1,0,Yes,No,50,Yes,Yes,0,1,0,No,No,No,Yes,Yes,Yes,No,99.40,5059.75,No
4710,0,0,Yes,Yes,48,Yes,No,1,0,0,Yes,No,Yes,Yes,Yes,No,No,69.70,3023.65,No
4711,0,0,Yes,Yes,49,Yes,Yes,0,1,0,No,Yes,No,No,Yes,Yes,Yes,98.35,4889.20,No
4712,1,0,Yes,Yes,28,Yes,No,0,1,0,No,No,Yes,No,Yes,No,No,85.45,2289.90,No
4713,1,1,No,No,68,Yes,Yes,0,1,0,No,Yes,Yes,No,No,Yes,Yes,95.90,6503.20,No
4714,1,0,No,No,13,Yes,Yes,0,1,0,No,No,No,Yes,Yes,Yes,No,100.75,1313.25,No
4715,0,0,No,No,11,Yes,Yes,0,1,0,No,No,Yes,No,Yes,No,Yes,89.20,990.30,No
4716,0,0,Yes,No,3,Yes,Yes,0,1,0,No,No,No,No,No,No,Yes,74.10,228.00,Yes
4717,1,1,Yes,No,57,Yes,Yes,0,1,0,No,No,Yes,No,Yes,Yes,No,100.60,5746.15,Yes
4718,1,0,No,No,3,Yes,Yes,0,1,0,No,No,No,No,No,No,No,75.00,209.10,Yes
4719,1,0,Yes,No,72,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.75,1864.20,No
4720,1,0,Yes,Yes,70,Yes,Yes,1,0,0,No,Yes,Yes,Yes,Yes,Yes,Yes,84.10,5979.70,No
4721,0,0,Yes,Yes,49,Yes,Yes,1,0,0,No,Yes,No,Yes,Yes,Yes,No,79.30,3902.45,No
4722,0,1,Yes,No,67,Yes,Yes,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,107.05,7142.50,No
4723,1,0,No,No,46,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,902.00,No
4724,0,1,No,No,64,Yes,No,1,0,0,Yes,Yes,No,Yes,Yes,No,Yes,70.20,4481.00,Yes
4725,0,0,Yes,No,37,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.50,805.20,No
4726,0,1,No,No,2,Yes,No,0,1,0,No,No,No,No,No,No,No,70.75,154.85,Yes
4727,0,1,Yes,No,13,No,No phone service,1,0,0,No,No,No,No,Yes,Yes,No,45.30,528.45,No
4728,0,0,Yes,No,72,Yes,Yes,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,115.15,8349.70,No
4729,1,0,Yes,Yes,68,Yes,No,1,0,0,No,No,Yes,Yes,Yes,Yes,Yes,72.95,4953.25,No
4730,1,0,Yes,Yes,15,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,332.65,No
4731,0,0,No,No,24,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.55,470.20,No
4732,0,0,No,No,24,Yes,Yes,0,1,0,No,No,No,Yes,No,Yes,Yes,89.55,2259.35,No
4733,1,0,No,No,27,Yes,No,1,0,0,Yes,No,No,No,No,No,No,50.35,1411.35,No
4734,1,0,No,No,12,Yes,No,1,0,0,No,No,No,Yes,No,No,No,50.25,593.75,Yes
4735,0,0,Yes,Yes,71,Yes,No,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,87.25,6328.70,No
4736,1,0,Yes,Yes,67,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.80,1411.90,No
4737,0,0,Yes,No,63,Yes,Yes,0,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,109.25,6841.40,No
4738,1,0,No,No,1,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,20.35,No
4739,1,0,No,No,4,Yes,No,1,0,0,No,No,No,No,No,Yes,Yes,55.90,238.50,No
4740,0,1,No,No,40,Yes,No,0,1,0,Yes,Yes,No,No,No,No,Yes,79.20,3233.85,Yes
4741,0,0,No,No,12,Yes,No,0,1,0,No,No,Yes,No,Yes,Yes,Yes,96.00,1062.10,Yes
4742,1,0,Yes,Yes,52,Yes,No,1,0,0,Yes,Yes,Yes,No,Yes,Yes,No,79.20,4016.30,No
4743,1,0,No,No,10,Yes,Yes,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,24.00,226.55,No
4744,1,0,No,No,68,Yes,Yes,0,1,0,Yes,Yes,Yes,No,Yes,No,No,101.35,7110.75,No
4745,0,0,No,No,54,Yes,Yes,0,1,0,No,No,No,Yes,Yes,Yes,Yes,100.10,5440.90,Yes
4746,0,0,Yes,Yes,4,Yes,No,1,0,0,No,Yes,No,Yes,No,No,No,56.50,235.10,Yes
4747,0,0,Yes,No,52,No,No phone service,1,0,0,Yes,No,Yes,No,No,No,No,35.45,1958.95,No
4748,0,1,No,No,1,Yes,No,0,1,0,No,No,Yes,No,No,Yes,Yes,85.00,85.00,Yes
4749,1,0,Yes,No,70,Yes,Yes,1,0,0,Yes,Yes,Yes,Yes,Yes,No,No,79.40,5528.90,No
4750,1,0,No,No,43,No,No phone service,1,0,0,Yes,No,Yes,No,No,No,Yes,35.20,1463.70,No
4751,1,0,No,No,52,Yes,No,0,0,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,1025.05,No
4752,0,0,No,No,12,No,No phone service,1,0,0,Yes,No,Yes,Yes,No,Yes,No,49.85,552.10,No
4753,0,0,Yes,Yes,56,Yes,Yes,1,0,0,Yes,Yes,No,No,No,Yes,No,68.75,3815.40,No
4754,1,0,No,Yes,0,Yes,Yes,1,0,0,Yes,Yes,No,Yes,No,No,Yes,61.90, ,No
4755,1,0,No,No,42,Yes,Yes,0,1,0,No,No,Yes,No,No,No,No,79.90,3313.40,No
4756,1,1,Yes,No,22,Yes,No,0,1,0,No,No,No,No,Yes,Yes,Yes,89.75,1938.90,No
4757,1,0,Yes,Yes,51,No,No phone service,1,0,0,Yes,Yes,Yes,No,Yes,Yes,No,59.30,3014.65,Yes
